1.2,-0.37,-0.1,-0.04,39.25,3851700,1607342918.76773
1.2,-0.37,-0.1,-0.04,39.25,3851711,1607342918.7693
1.2,-0.37,-0.1,-0.04,39.25,3851723,1607342918.78128
1.2,-0.37,-0.1,-0.04,39.25,3851735,1607342918.79792
1.2,-0.37,-0.1,-0.04,39.25,3851746,1607342918.79937
1.2,-0.37,-0.1,-0.04,39.25,3851758,1607342918.80696
1.2,-3.59,-4.44,-0.04,39.25,3851772,1607342918.82427
1.26,-3.59,-4.44,-0.04,39.25,3851784,1607342918.8357
1.35,30.53,-302.53,-0.04,39.25,3851799,1607342918.8487
1.36,30.53,-302.53,-0.04,39.25,3851811,1607342918.86215
1.36,30.53,-302.53,-0.04,39.25,3851824,1607342918.87303
1.36,30.53,-302.53,-0.04,39.25,3851836,1607342918.88501
1.36,0.91,-4.48,-0.04,39.25,3851851,1607342918.9016
1.41,1.27,620.74,-0.04,39.25,3851865,1607342918.91351
1.52,6.22,-1.11,-0.04,39.25,3851878,1607342918.9299
1.66,9.65,-8.14,-0.04,39.25,3851891,1607342918.94231
1.82,11.31,5.86,-0.04,39.25,3851905,1607342918.95432
2,12.3,6.93,-0.04,39.25,3851918,1607342918.96691
2.17,12.82,6.71,-0.04,39.25,3851931,1607342918.98337
2.35,13,6.98,-0.04,39.25,3851944,1607342918.99558
2.53,12.7,6.93,-0.04,39.25,3851958,1607342919.00814
2.71,12.68,7.1,-0.04,39.25,3851971,1607342919.02125
2.88,12.87,8.13,-0.04,39.25,3851984,1607342919.03669
3.06,13,7.85,-0.04,39.25,3851998,1607342919.0488
3.22,12.19,8.24,-0.04,39.25,3852011,1607342919.06172
3.39,12.18,8.69,-0.04,39.25,3852024,1607342919.07739
3.56,11.95,9.03,-0.04,39.25,3852039,1607342919.08946
3.72,11.7,9.88,-0.04,39.25,3852052,1607342919.102
3.87,11.42,9.61,-0.04,39.25,3852065,1607342919.11485
4.02,11.3,10.37,-0.04,39.25,3852079,1607342919.13072
4.18,10.71,10.75,-0.04,39.25,3852092,1607342919.14305
4.33,11.19,10.3,-0.04,39.25,3852106,1607342919.15658
4.48,10.74,11.14,-0.04,39.25,3852120,1607342919.17842
4.62,10.56,11.26,-0.04,39.25,3852133,1607342919.19228
4.77,10.47,10.9,-0.04,39.25,3852146,1607342919.19945
4.92,10.32,10.98,-0.04,39.25,3852161,1607342919.21363
