458.48,3.35,-0.44,0,42.62,41669,1621612266.94457
458.48,3.35,-0.44,0,42.62,41690,1621612266.94535
458.48,3.35,-0.44,0,42.62,41709,1621612266.94609
458.48,3.35,-0.44,0,42.62,41730,1621612266.94689
458.48,3.35,-0.44,0,42.62,41749,1621612266.94784
458.48,3.35,-0.44,0,42.62,41769,1621612266.97099
458.48,3.35,-0.44,0,42.62,41789,1621612266.99397
458.48,3.35,-0.44,0,42.62,41809,1621612267.00151
458.48,3.35,-0.44,0,42.62,41829,1621612267.02889
458.48,3.35,-0.44,0,42.62,41849,1621612267.04284
458.48,3.35,-0.44,0,42.62,41869,1621612267.07865
458.48,3.35,-0.44,0,42.62,41889,1621612267.07959
458.48,3.35,-0.44,0,42.62,41910,1621612267.09909
458.48,3.35,-0.44,0,42.62,41929,1621612267.11867
458.48,3.35,-0.44,0,42.62,41950,1621612267.13919
458.48,3.35,-0.44,0,42.62,41969,1621612267.16121
458.48,3.35,-0.44,0,42.62,41990,1621612267.17987
458.48,3.35,-0.44,0,42.62,42009,1621612267.20126
458.48,3.35,-0.44,0,42.62,42030,1621612267.21705
458.48,3.35,-0.44,0,42.62,42049,1621612267.23905
458.48,3.35,-0.44,0,42.62,42070,1621612267.25795
458.48,3.35,-0.44,0,42.62,42089,1621612267.27852
458.48,3.35,-0.44,0,42.62,42109,1621612267.29939
458.48,3.35,-0.44,0,42.62,42129,1621612267.31947
458.48,3.35,-0.44,0,42.62,42149,1621612267.34002
458.48,3.35,-0.44,0,42.62,42169,1621612267.36132
458.48,3.35,-0.44,0,42.62,42189,1621612267.3821
458.48,3.35,-0.44,0,42.62,42210,1621612267.39843
458.48,3.35,-0.44,0,42.62,42229,1621612267.42001
458.48,3.35,-0.44,0,42.62,42249,1621612267.43958
458.48,3.35,-0.44,0,42.62,42269,1621612267.46027
458.48,3.35,-0.44,0,42.62,42290,1621612267.47977
458.48,3.35,-0.44,0,42.62,42309,1621612267.50081
458.48,3.35,-0.44,0,42.62,42330,1621612267.52053
458.48,3.35,-0.44,0,42.62,42349,1621612267.54084
458.48,3.35,-0.44,0,42.62,42370,1621612267.56138
458.48,3.35,-0.44,0,42.62,42389,1621612267.57833
458.48,3.35,-0.44,0,42.62,42409,1621612267.59865
458.48,3.35,-0.44,0,42.62,42429,1621612267.61895
458.48,3.35,-0.44,0,42.62,42449,1621612267.63917
458.48,3.35,-0.44,0,42.62,42469,1621612267.66074
458.48,3.35,-0.44,0,42.62,42489,1621612267.68065
458.48,3.35,-0.44,0,42.62,42509,1621612267.70043
458.48,3.35,-0.44,0,42.62,42529,1621612267.72099
458.48,3.35,-0.44,0,42.62,42550,1621612267.7416
458.48,3.35,-0.44,0,42.62,42569,1621612267.76209
458.48,3.35,-0.44,0,42.62,42590,1621612267.77816
458.48,3.35,-0.44,0,42.62,42609,1621612267.7982
458.48,3.35,-0.44,0,42.62,42630,1621612267.81864
458.48,3.35,-0.44,0,42.62,42649,1621612267.84045
458.48,3.35,-0.44,0,42.62,42670,1621612267.86074
458.48,3.35,-0.44,0,42.62,42689,1621612267.88093
458.48,3.35,-0.44,0,42.62,42710,1621612267.90156
